time_serial,password,way1,way1_number,way2,way2_number,way3,way3_number,total_sales,time
8131,6 4 3,30199,1000,0,0,62326,160,- -,2008/5/17
8130,8 0 8,4025,1000,5678,320,0,0,- -,2008/5/16
8129,8 6 0,8502,1000,0,0,23653,160,- -,2008/5/15
8128,4 9 5,8901,1000,0,0,20379,160,- -,2008/5/14
8127,8 6 1,23358,1000,0,0,42178,160,- -,2008/5/13
8126,2 9 4,6972,1000,0,0,25652,160,- -,2008/5/12
8125,2 8 8,16741,1000,14038,320,0,0,- -,2008/5/11
8124,1 0 9,13033,1000,0,0,16924,160,- -,2008/5/10
8123,8 3 4,13020,1000,0,0,29736,160,- -,2008/5/9
8122,3 1 3,5536,1000,6316,320,0,0,- -,2008/5/8
8121,1 1 8,6985,1000,7287,320,0,0,- -,2008/5/7
8120,7 5 4,9919,1000,0,0,25349,160,- -,2008/5/6
8119,8 7 4,10109,1000,0,0,24512,160,- -,2008/5/5
8118,1 7 7,8566,1000,10800,320,0,0,- -,2008/5/4
8117,9 9 9,90084,301,0,0,0,0,- -,2008/5/3
8116,6 9 5,9349,1000,0,0,27849,160,- -,2008/5/2
8115,8 8 8,30858,1000,0,0,0,0,- -,2008/5/1
8114,2 4 6,13448,1000,0,0,28013,160,- -,2008/4/30
8113,1 1 2,4179,1000,5613,320,0,0,- -,2008/4/29
8112,4 7 6,33640,1000,0,0,104189,160,- -,2008/4/28
8111,8 9 1,9133,1000,0,0,26330,160,- -,2008/4/27
8110,3 9 3,8818,1000,16120,320,0,0,- -,2008/4/26
8109,5 1 8,30822,1000,0,0,56254,160,- -,2008/4/25
8108,5 6 2,12489,1000,0,0,31006,160,- -,2008/4/24
8107,3 5 0,9158,1000,0,0,28099,160,- -,2008/4/23
8106,0 9 0,5360,1000,5476,320,0,0,- -,2008/4/22
8105,5 2 5,6155,1000,6950,320,0,0,- -,2008/4/21
8104,1 1 5,4050,1000,1948,320,0,0,- -,2008/4/20
8103,2 6 2,4817,1000,6271,320,0,0,- -,2008/4/19
8102,5 1 1,13196,1000,5728,320,0,0,- -,2008/4/18
8101,2 3 6,25042,1000,0,0,43212,160,- -,2008/4/17
8100,7 5 7,8060,1000,18936,320,0,0,- -,2008/4/16
8099,9 5 2,5575,1000,0,0,18469,160,- -,2008/4/15
8098,5 6 7,17693,1000,0,0,39241,160,- -,2008/4/14
8097,9 2 1,9358,1000,0,0,25407,160,- -,2008/4/13
8096,4 7 0,19593,1000,0,0,44014,160,- -,2008/4/12
8095,0 6 3,5654,1000,0,0,16437,160,- -,2008/4/11
8094,5 9 9,22715,1000,19691,320,0,0,- -,2008/4/10
8093,6 8 8,9033,1000,18916,320,0,0,- -,2008/4/9
8092,9 8 3,11580,1000,0,0,21075,160,- -,2008/4/8
8091,6 4 0,12476,1000,0,0,23201,160,- -,2008/4/7
8090,3 1 8,14617,1000,0,0,37634,160,- -,2008/4/6
8089,0 5 4,5858,1000,0,0,13216,160,- -,2008/4/5
8088,4 5 6,10929,1000,0,0,35552,160,- -,2008/4/4
8087,7 2 6,24980,1000,0,0,38727,160,- -,2008/4/3
8086,3 9 1,5148,1000,0,0,13937,160,- -,2008/4/2
8085,0 1 0,51455,1000,14603,320,0,0,- -,2008/4/1
8084,3 9 7,13744,1000,0,0,28503,160,- -,2008/3/31
8083,9 0 9,10182,1000,13862,320,0,0,- -,2008/3/30
8082,4 6 7,11814,1000,0,0,28046,160,- -,2008/3/29
8081,7 9 8,8855,1000,0,0,26445,160,- -,2008/3/28
8080,8 5 3,12131,1000,0,0,44780,160,- -,2008/3/27
8079,7 3 7,18886,1000,48550,320,0,0,- -,2008/3/26
8078,6 1 9,4960,1000,0,0,13604,160,- -,2008/3/25
8077,6 7 4,21597,1000,0,0,35692,160,- -,2008/3/24
8076,8 2 6,19197,1000,0,0,22536,160,- -,2008/3/23
8075,5 9 7,8774,1000,0,0,27018,160,- -,2008/3/22
8074,3 8 1,9926,1000,0,0,19457,160,- -,2008/3/21
8073,8 2 4,13159,1000,0,0,16536,160,- -,2008/3/20
8072,5 0 2,6618,1000,0,0,19767,160,- -,2008/3/19
8071,3 4 6,17768,1000,0,0,47236,160,- -,2008/3/18
8070,7 3 8,10031,1000,0,0,27583,160,- -,2008/3/17
8069,6 0 8,6760,1000,0,0,27542,160,- -,2008/3/16
8068,5 4 2,9415,1000,0,0,20266,160,- -,2008/3/15
8067,9 2 1,6875,1000,0,0,13299,160,- -,2008/3/14
8066,1 9 5,15462,1000,0,0,54121,160,- -,2008/3/13
8065,3 6 6,9026,1000,12423,320,0,0,- -,2008/3/12
8064,6 4 8,5890,1000,0,0,12708,160,- -,2008/3/11
8063,8 3 0,7813,1000,0,0,17551,160,- -,2008/3/10
8062,4 1 3,2956,1000,0,0,9536,160,- -,2008/3/9
8061,4 3 8,9734,1000,0,0,33048,160,- -,2008/3/8
8060,6 3 6,15002,1000,13204,320,0,0,- -,2008/3/7
8059,4 5 7,10337,1000,0,0,37975,160,- -,2008/3/6
8058,6 7 7,7594,1000,7628,320,0,0,- -,2008/3/5
8057,3 2 0,7495,1000,0,0,16333,160,- -,2008/3/4
8056,6 7 1,7456,1000,0,0,28260,160,- -,2008/3/3
8055,4 0 0,4628,1000,6632,320,0,0,- -,2008/3/2
8054,9 3 2,2614,1000,0,0,5883,160,- -,2008/3/1
8053,5 0 7,10320,1000,0,0,22557,160,- -,2008/2/29
8052,2 8 0,6137,1000,0,0,13442,160,- -,2008/2/28
8051,2 3 9,13112,1000,0,0,24903,160,- -,2008/2/27
8050,3 3 2,7747,1000,5944,320,0,0,- -,2008/2/26
8049,5 2 3,8078,1000,0,0,20675,160,- -,2008/2/25
8048,8 0 5,1801,1000,0,0,5948,160,- -,2008/2/24
8047,2 2 7,6273,1000,8944,320,0,0,- -,2008/2/23
8046,8 0 5,7595,1000,0,0,18155,160,- -,2008/2/22
8045,6 6 6,19117,1000,0,0,0,0,- -,2008/2/21
8044,1 2 1,5596,1000,7064,320,0,0,- -,2008/2/20
8043,1 1 1,30511,1000,0,0,0,0,- -,2008/2/19
8042,6 1 2,4320,1000,0,0,15786,160,- -,2008/2/18
8041,6 6 1,13461,1000,34844,320,0,0,- -,2008/2/17
8040,8 0 4,10423,1000,0,0,12730,160,- -,2008/2/16
8039,4 5 8,7396,1000,0,0,16571,160,- -,2008/2/15
8038,6 5 3,5803,1000,0,0,13907,160,- -,2008/2/14
8037,8 0 6,5607,1000,0,0,14602,160,- -,2008/2/13
8036,5 4 1,22533,1000,0,0,20765,160,- -,2008/2/5
8035,9 1 3,8653,1000,0,0,18403,160,- -,2008/2/4
8034,8 3 5,8972,1000,0,0,29057,160,- -,2008/2/3
8033,5 2 0,6785,1000,0,0,15587,160,- -,2008/2/2
8032,8 2 7,12445,1000,0,0,41582,160,- -,2008/2/1
8031,5 3 5,23108,1000,19726,320,0,0,- -,2008/1/31
8030,3 1 4,4556,1000,0,0,20401,160,- -,2008/1/30
8029,3 2 0,2946,1000,0,0,7283,160,- -,2008/1/29
8028,9 9 0,25456,1000,17377,320,0,0,- -,2008/1/28
8027,0 2 6,2513,1000,0,0,5469,160,- -,2008/1/27
8026,8 0 6,6941,1000,0,0,10856,160,- -,2008/1/26
8025,6 3 0,10854,1000,0,0,14611,160,- -,2008/1/25
8024,0 1 2,5724,1000,0,0,15793,160,- -,2008/1/24
8023,0 8 8,7201,1000,9579,320,0,0,- -,2008/1/23
8022,6 5 4,11851,1000,0,0,30064,160,- -,2008/1/22
8021,1 1 9,5319,1000,8678,320,0,0,- -,2008/1/21
8020,7 8 6,12296,1000,0,0,30012,160,- -,2008/1/20
8019,6 4 9,19783,1000,0,0,44498,160,- -,2008/1/19
8018,1 5 5,9198,1000,16217,320,0,0,- -,2008/1/18
8017,0 6 5,4796,1000,0,0,16121,160,- -,2008/1/17
8016,7 8 9,18232,1000,0,0,34796,160,- -,2008/1/16
8015,4 7 5,57606,1000,0,0,103649,160,- -,2008/1/15
8014,1 6 3,16277,1000,0,0,22631,160,- -,2008/1/14
8013,0 0 4,4467,1000,17319,320,0,0,- -,2008/1/13
8012,6 3 0,4886,1000,0,0,9843,160,- -,2008/1/12
8011,5 0 6,6845,1000,0,0,9920,160,- -,2008/1/11
8010,2 8 4,10405,1000,0,0,16564,160,- -,2008/1/10
8009,0 8 1,6926,1000,0,0,7715,160,- -,2008/1/9
8008,8 0 3,6513,1000,0,0,10810,160,- -,2008/1/8
8007,0 8 9,9939,1000,0,0,21119,160,- -,2008/1/7
8006,2 8 2,8213,1000,11091,320,0,0,- -,2008/1/6
8005,3 1 4,5432,1000,0,0,22507,160,- -,2008/1/5
8004,3 5 9,13719,1000,0,0,34901,160,- -,2008/1/4
8003,8 3 8,15301,1000,31008,320,0,0,- -,2008/1/3
8002,8 7 0,9980,1000,0,0,23707,160,- -,2008/1/2
8001,6 5 9,9406,1000,0,0,21618,160,- -,2008/1/1
7357,3 1 7,5699,1000,0,0,27099,160,- -,2007/12/31
7356,2 1 5,13120,1000,0,0,18646,160,- -,2007/12/30
7355,6 3 4,16592,1000,0,0,33836,160,- -,2007/12/29
7354,0 6 5,3526,1000,0,0,17831,160,- -,2007/12/28
7353,0 0 5,6304,1000,10531,320,0,0,- -,2007/12/27
7352,1 4 7,9887,1000,0,0,26892,160,- -,2007/12/26
7351,0 2 8,9507,1000,0,0,36823,160,- -,2007/12/25
7350,1 6 4,14143,1000,0,0,23125,160,- -,2007/12/24
7349,4 7 7,7786,1000,13253,320,0,0,- -,2007/12/23
7348,4 1 8,14787,1000,0,0,46889,160,- -,2007/12/22
7347,3 1 0,11745,1000,0,0,32001,160,- -,2007/12/21
7346,0 8 0,5275,1000,9589,320,0,0,- -,2007/12/20
7345,5 9 6,14863,1000,0,0,44579,160,- -,2007/12/19
7344,7 5 7,56834,1000,63458,320,0,0,- -,2007/12/18
7343,4 9 2,11867,1000,0,0,35379,160,- -,2007/12/17
7342,0 6 8,4612,1000,0,0,15121,160,- -,2007/12/16
7341,0 3 2,8472,1000,0,0,24633,160,- -,2007/12/15
7340,4 1 6,35411,1000,0,0,63147,160,- -,2007/12/14
7339,0 4 8,7823,1000,0,0,25367,160,- -,2007/12/13
7338,5 8 5,7836,1000,12360,320,0,0,- -,2007/12/12
7337,2 7 6,11119,1000,0,0,29568,160,- -,2007/12/11
7336,7 7 4,3964,1000,10025,320,0,0,- -,2007/12/10
7335,5 2 3,6697,1000,0,0,48347,160,- -,2007/12/9
7334,7 7 3,7438,1000,11843,320,0,0,- -,2007/12/8
7333,9 1 4,10521,1000,0,0,41983,160,- -,2007/12/7
7332,6 6 4,22593,1000,43992,320,0,0,- -,2007/12/6
7331,1 5 3,8871,1000,0,0,19469,160,- -,2007/12/5
7330,0 1 5,5751,1000,0,0,11834,160,- -,2007/12/4
7329,2 7 3,24033,1000,0,0,57863,160,- -,2007/12/3
7328,9 4 0,12876,1000,0,0,19974,160,- -,2007/12/2
7327,4 3 8,16662,1000,0,0,43308,160,- -,2007/12/1
7326,5 6 6,24803,1000,19616,320,0,0,- -,2007/11/30
7325,8 1 9,17577,1000,0,0,29498,160,- -,2007/11/29
7324,0 5 1,12778,1000,0,0,18519,160,- -,2007/11/28
7323,6 9 4,8408,1000,0,0,37461,160,- -,2007/11/27
7322,8 8 3,12754,1000,12303,320,0,0,- -,2007/11/26
7321,8 5 8,11159,1000,20667,320,0,0,- -,2007/11/25
7320,7 9 4,9672,1000,0,0,28987,160,- -,2007/11/24
7319,0 5 3,3882,1000,0,0,13754,160,- -,2007/11/23
7318,0 9 1,5585,1000,0,0,17526,160,- -,2007/11/22
7317,7 8 7,11923,1000,19024,320,0,0,- -,2007/11/21
7316,6 0 7,10604,1000,0,0,27780,160,- -,2007/11/20
7315,2 0 1,5127,1000,0,0,11609,160,- -,2007/11/19
7314,1 7 4,10982,1000,0,0,26504,160,- -,2007/11/18
7313,6 3 3,12167,1000,17333,320,0,0,- -,2007/11/17
7312,0 5 3,2816,1000,0,0,9976,160,- -,2007/11/16
7311,3 4 7,16414,1000,0,0,35850,160,- -,2007/11/15
7310,7 5 9,11660,1000,0,0,30333,160,- -,2007/11/14
7309,8 8 4,9964,1000,19107,320,0,0,- -,2007/11/13
7308,0 8 7,5451,1000,0,0,12359,160,- -,2007/11/12
7307,6 1 0,5443,1000,0,0,13547,160,- -,2007/11/11
7306,0 5 3,11189,1000,0,0,18052,160,- -,2007/11/10
7305,7 9 8,13944,1000,0,0,27277,160,- -,2007/11/9
7304,4 0 2,4326,1000,0,0,11050,160,- -,2007/11/8
7303,9 8 0,8862,1000,0,0,24477,160,- -,2007/11/7
7302,4 9 1,10860,1000,0,0,28395,160,- -,2007/11/6
7301,8 2 4,9348,1000,0,0,31999,160,- -,2007/11/5
7300,3 5 7,27360,1000,0,0,61672,160,- -,2007/11/4
7299,4 9 4,10566,1000,9868,320,0,0,- -,2007/11/3
7298,2 6 8,30315,1000,0,0,74846,160,- -,2007/11/2
7297,9 7 1,6357,1000,0,0,26484,160,- -,2007/11/1
7296,9 4 5,17787,1000,0,0,41653,160,- -,2007/10/31
7295,3 1 1,4912,1000,6459,320,0,0,- -,2007/10/30
7294,5 6 3,4870,1000,0,0,29578,160,- -,2007/10/29
7293,4 7 4,7985,1000,12009,320,0,0,- -,2007/10/28
7292,5 6 9,10509,1000,0,0,19342,160,- -,2007/10/27
7291,4 4 1,15682,1000,54745,320,0,0,- -,2007/10/26
7290,4 5 3,13222,1000,0,0,24532,160,- -,2007/10/25
7289,7 9 4,6918,1000,0,0,17904,160,- -,2007/10/24
7288,9 2 7,11722,1000,0,0,16485,160,- -,2007/10/23
7287,3 7 4,13995,1000,0,0,25893,160,- -,2007/10/22
7286,6 1 9,9538,1000,0,0,31359,160,- -,2007/10/21
7285,4 0 7,9210,1000,0,0,15346,160,- -,2007/10/20
7284,7 5 9,40381,1000,0,0,52255,160,- -,2007/10/19
7283,2 1 0,5527,1000,0,0,12028,160,- -,2007/10/18
7282,9 0 4,6281,1000,0,0,11606,160,- -,2007/10/17
7281,4 0 3,6669,1000,0,0,17697,160,- -,2007/10/16
7280,8 6 4,4425,1000,0,0,16859,160,- -,2007/10/15
7279,8 9 6,12248,1000,0,0,23341,160,- -,2007/10/14
7278,5 6 3,9160,1000,0,0,25998,160,- -,2007/10/13
7277,2 5 4,11062,1000,0,0,27248,160,- -,2007/10/12
7276,4 9 4,9859,1000,33055,320,0,0,- -,2007/10/11
7275,3 6 1,19071,1000,0,0,31147,160,- -,2007/10/10
7274,4 3 5,5472,1000,0,0,16163,160,- -,2007/10/9
7273,8 5 4,6708,1000,0,0,21595,160,- -,2007/10/8
7272,7 9 2,5364,1000,0,0,16599,160,- -,2007/10/7
7271,2 9 5,37309,1000,0,0,26653,160,- -,2007/10/6
7270,8 5 2,5715,1000,0,0,25737,160,- -,2007/10/5
7269,8 3 3,6966,1000,16671,320,0,0,- -,2007/10/4
7268,6 3 9,7831,1000,0,0,21555,160,- -,2007/10/3
7267,5 9 8,6940,1000,0,0,18975,160,- -,2007/10/2
7266,8 0 6,11263,1000,0,0,24217,160,- -,2007/10/1
7265,2 3 2,7558,1000,10747,320,0,0,- -,2007/9/30
7264,7 9 6,11606,1000,0,0,17397,160,- -,2007/9/29
7263,2 3 1,11104,1000,0,0,16580,160,- -,2007/9/28
7262,0 4 9,8924,1000,0,0,19523,160,- -,2007/9/27
7261,9 1 2,4076,1000,0,0,10837,160,- -,2007/9/26
7260,9 7 9,30109,1000,23272,320,0,0,- -,2007/9/25
7259,1 5 4,5278,1000,0,0,14468,160,- -,2007/9/24
7258,5 4 3,7348,1000,0,0,26482,160,- -,2007/9/23
7257,1 4 4,10335,1000,11126,320,11126,160,- -,2007/9/22
7256,2 2 1,4890,1000,6325,320,0,0,- -,2007/9/21
7255,4 8 8,16175,1000,14551,320,0,0,- -,2007/9/20
7254,6 3 0,3745,1000,0,0,10188,160,- -,2007/9/19
7253,5 3 3,8726,1000,20418,320,0,0,- -,2007/9/18
7252,0 2 9,8554,1000,0,0,19428,160,- -,2007/9/17
7251,6 0 2,4858,1000,0,0,8688,160,- -,2007/9/16
7250,0 2 8,3799,1000,0,0,11794,160,- -,2007/9/15
7249,0 5 1,2789,1000,0,0,10416,160,- -,2007/9/14
7248,2 5 1,4496,1000,0,0,13994,160,- -,2007/9/13
7247,8 5 4,10260,1000,0,0,32791,160,- -,2007/9/12
7246,2 5 2,10239,1000,22709,320,0,0,- -,2007/9/11
7245,9 4 6,10779,1000,0,0,18730,160,- -,2007/9/10
7244,3 3 3,29918,1000,0,0,0,0,- -,2007/9/9
7243,7 1 9,13665,1000,0,0,25557,160,- -,2007/9/8
7242,8 2 0,7360,1000,0,0,6942,160,- -,2007/9/7
7241,5 3 2,8530,1000,0,0,25325,160,- -,2007/9/6
7240,4 6 1,12389,1000,0,0,21839,160,- -,2007/9/5
7239,8 4 6,10432,1000,0,0,20203,160,- -,2007/9/4
7238,0 7 8,8687,1000,0,0,10239,160,- -,2007/9/3
7237,4 3 8,10444,1000,0,0,18313,160,- -,2007/9/2
7236,6 8 9,14720,1000,0,0,22236,160,- -,2007/9/1
7235,8 9 3,4648,1000,0,0,12310,160,- -,2007/8/31
7234,6 3 8,5646,1000,0,0,16870,160,- -,2007/8/30
7233,8 3 2,4465,1000,0,0,12545,160,- -,2007/8/29
7232,8 3 3,6740,1000,12714,320,0,0,- -,2007/8/28
7231,1 3 9,9436,1000,0,0,15387,160,- -,2007/8/27
7230,9 4 7,20312,1000,0,0,23452,160,- -,2007/8/26
7229,0 2 2,4375,1000,14492,320,0,0,- -,2007/8/25
7228,2 9 1,3917,1000,0,0,12717,160,- -,2007/8/24
7227,2 0 1,8850,1000,0,0,16743,160,- -,2007/8/23
7226,2 5 9,13634,1000,0,0,33512,160,- -,2007/8/22
7225,8 0 1,22141,1000,0,0,48438,160,- -,2007/8/21
7224,4 3 6,10162,1000,0,0,21845,160,- -,2007/8/20
7223,4 2 7,8929,1000,0,0,14393,160,- -,2007/8/19
7222,7 1 2,8159,1000,0,0,9725,160,- -,2007/8/18
7221,2 1 1,14596,1000,22247,320,0,0,- -,2007/8/17
7220,4 7 9,6729,1000,0,0,18606,160,- -,2007/8/16
7219,5 6 9,9615,1000,0,0,23849,160,- -,2007/8/15
7218,3 9 7,11017,1000,0,0,23518,160,- -,2007/8/14
7217,5 0 3,14562,1000,0,0,37333,160,- -,2007/8/13
7216,1 7 6,13384,1000,0,0,42742,160,- -,2007/8/12
7215,8 8 4,4508,1000,12827,320,0,0,- -,2007/8/11
7214,9 4 4,3746,1000,4563,320,0,0,- -,2007/8/10
7213,8 9 9,127144,1000,49606,320,0,0,- -,2007/8/9
7212,2 4 4,7818,1000,12960,320,0,0,- -,2007/8/8
7211,1 8 8,12264,1000,23727,320,0,0,- -,2007/8/7
7210,0 6 1,6287,1000,0,0,13324,160,- -,2007/8/6
7209,3 8 9,17602,1000,0,0,29768,160,- -,2007/8/5
7208,6 4 3,7905,1000,0,0,28254,160,- -,2007/8/4
7207,9 2 3,10875,1000,0,0,23260,160,- -,2007/8/3
7206,5 1 8,14091,1000,0,0,28108,160,- -,2007/8/2
7205,5 3 3,5739,1000,11750,320,0,0,- -,2007/8/1
7204,9 8 1,13189,1000,0,0,32585,160,- -,2007/7/31
7203,1 3 1,19344,1000,17665,320,0,0,- -,2007/7/30
7202,8 6 8,8609,1000,10156,320,0,0,- -,2007/7/29
7201,0 8 5,30055,1000,0,0,31499,160,- -,2007/7/28
7200,7 6 6,6687,1000,9898,320,0,0,- -,2007/7/27
7199,4 4 9,12070,1000,17294,320,0,0,- -,2007/7/26
7198,2 8 2,9620,1000,11669,320,0,0,- -,2007/7/25
7197,7 1 3,12686,1000,0,0,31595,160,- -,2007/7/24
7196,5 6 5,3805,1000,4210,320,0,0,- -,2007/7/23
7195,5 6 6,7028,1000,13848,320,0,0,- -,2007/7/22
7194,1 4 1,4499,1000,15549,320,0,0,- -,2007/7/21
7193,9 5 1,7450,1000,0,0,34709,160,- -,2007/7/20
7192,1 0 6,5335,1000,0,0,14931,160,- -,2007/7/19
7191,9 5 9,16148,1000,26726,320,0,0,- -,2007/7/18
7190,6 1 6,26211,1000,45631,320,0,0,- -,2007/7/17
7189,1 8 4,6974,1000,0,0,25082,160,- -,2007/7/16
7188,5 8 9,11456,1000,0,0,28482,160,- -,2007/7/15
7187,8 6 7,11023,1000,0,0,27797,160,- -,2007/7/14
7186,0 0 0,10064,1000,0,0,0,0,- -,2007/7/13
7185,5 8 1,7244,1000,0,0,28210,160,- -,2007/7/12
7184,5 7 4,10459,1000,0,0,30563,160,- -,2007/7/11
7183,9 0 3,5248,1000,0,0,13447,160,- -,2007/7/10
7182,6 0 4,4944,1000,0,0,9621,160,- -,2007/7/9
7181,8 4 9,8320,1000,0,0,23432,160,- -,2007/7/8
7180,6 8 0,14169,1000,0,0,20883,160,- -,2007/7/7
7179,8 2 5,18052,1000,0,0,26993,160,- -,2007/7/6
7178,4 9 1,7953,1000,0,0,16735,160,- -,2007/7/5
7177,7 2 6,11874,1000,0,0,32943,160,- -,2007/7/4
7176,1 7 4,17030,1000,0,0,42580,160,- -,2007/7/3
7175,4 4 6,39081,1000,51992,320,0,0,- -,2007/7/2
7174,3 8 4,10641,1000,0,0,35169,160,- -,2007/7/1
7173,9 8 1,11916,1000,0,0,19835,160,- -,2007/6/30
7172,5 1 7,30750,1000,0,0,69480,160,- -,2007/6/29
7171,8 9 0,6608,1000,0,0,24329,160,- -,2007/6/28
7170,2 0 0,3995,1000,3990,320,0,0,- -,2007/6/27
7169,3 3 8,14310,1000,15680,320,0,0,- -,2007/6/26
7168,0 6 4,8989,1000,0,0,26641,160,- -,2007/6/25
7167,8 0 0,9969,1000,41204,320,0,0,- -,2007/6/24
7166,7 9 5,8757,1000,0,0,39452,160,- -,2007/6/23
7165,9 4 6,13826,1000,0,0,44681,160,- -,2007/6/22
7164,7 3 8,9624,1000,0,0,32360,160,- -,2007/6/21
7163,6 5 8,5535,1000,0,0,20002,160,- -,2007/6/20
7162,5 5 4,7726,1000,16828,320,0,0,- -,2007/6/19
7161,5 6 7,30407,1000,0,0,62549,160,- -,2007/6/18
7160,8 7 8,10468,1000,22948,320,0,0,- -,2007/6/17
7159,5 3 9,23272,1000,0,0,43191,160,- -,2007/6/16
7158,8 9 1,7578,1000,0,0,23064,160,- -,2007/6/15
7157,0 0 0,13499,1000,0,0,0,0,- -,2007/6/14
7156,7 7 5,15962,1000,28426,320,0,0,- -,2007/6/13
7155,6 8 2,6411,1000,0,0,27838,160,- -,2007/6/12
7154,8 5 1,8199,1000,0,0,35033,160,- -,2007/6/11
7153,1 8 1,9958,1000,9115,320,0,0,- -,2007/6/10
7152,9 5 1,13874,1000,0,0,48836,160,- -,2007/6/9
7151,6 7 6,21064,1000,51868,320,0,0,- -,2007/6/8
7150,8 7 3,4365,1000,0,0,7342,160,- -,2007/6/7
7149,3 7 8,11828,1000,0,0,55133,160,- -,2007/6/6
7148,2 4 6,14095,1000,0,0,33277,160,- -,2007/6/5
7147,9 7 6,9080,1000,0,0,25344,160,- -,2007/6/4
7146,9 1 0,4332,1000,0,0,18396,160,- -,2007/6/3
7145,0 6 0,5715,1000,9185,320,0,0,- -,2007/6/2
7144,9 1 2,18949,1000,0,0,36321,160,- -,2007/6/1
7143,1 3 9,9485,1000,0,0,30915,160,- -,2007/5/31
7142,6 6 9,13242,1000,10138,320,0,0,- -,2007/5/30
7141,8 8 4,11747,1000,24983,320,0,0,- -,2007/5/29
7140,0 3 6,8701,1000,0,0,21756,160,- -,2007/5/28
7139,3 2 8,52963,1000,0,0,116270,160,- -,2007/5/27
7138,0 4 7,23433,1000,0,0,51702,160,- -,2007/5/26
7137,9 6 4,9266,1000,0,0,43460,160,- -,2007/5/25
7136,8 5 8,15628,1000,12077,320,0,0,- -,2007/5/24
7135,5 9 5,7630,1000,18407,320,0,0,- -,2007/5/23
7134,0 9 7,9424,1000,0,0,31957,160,- -,2007/5/22
7133,8 3 9,22304,1000,0,0,61275,160,- -,2007/5/21
7132,6 8 4,20115,1000,0,0,95047,160,- -,2007/5/20
7131,5 7 5,5658,1000,10726,320,0,0,- -,2007/5/19
7130,1 1 1,16559,1000,0,0,0,0,- -,2007/5/18
7129,9 4 5,15041,1000,0,0,67028,160,- -,2007/5/17
7128,6 9 9,11830,1000,11609,320,0,0,- -,2007/5/16
7127,9 0 9,11234,1000,10319,320,0,0,- -,2007/5/15
7126,0 7 5,4800,1000,0,0,21864,160,- -,2007/5/14
7125,1 6 3,17331,1000,0,0,62605,160,- -,2007/5/13
7124,7 7 9,7601,1000,10860,320,0,0,- -,2007/5/12
7123,5 2 5,3649,1000,9292,320,0,0,- -,2007/5/11
7122,5 2 0,14768,1000,0,0,51691,160,- -,2007/5/10
7121,0 0 6,23604,1000,47852,320,0,0,- -,2007/5/9
7120,5 3 4,35525,1000,0,0,63656,160,- -,2007/5/8
7119,9 6 7,10791,1000,0,0,30342,160,- -,2007/5/7
7118,9 7 1,3535,1000,0,0,19234,160,- -,2007/5/6
7117,3 7 8,18090,1000,0,0,39622,160,- -,2007/5/5
7116,2 7 2,25048,1000,42044,320,0,0,- -,2007/5/4
7115,1 6 7,5434,1000,0,0,19366,160,- -,2007/5/3
7114,7 8 6,2783,1000,0,0,20085,160,- -,2007/5/2
7113,1 8 3,14087,1000,0,0,40001,160,- -,2007/5/1
7112,7 3 4,13788,1000,0,0,46613,160,- -,2007/4/30
7111,7 6 2,7365,1000,0,0,26471,160,- -,2007/4/29
7110,7 8 6,33197,1000,0,0,63988,160,- -,2007/4/28
7109,3 9 5,8237,1000,0,0,44593,160,- -,2007/4/27
7108,4 9 7,13355,1000,0,0,64659,160,- -,2007/4/26
7107,6 9 1,13602,1000,0,0,54133,160,- -,2007/4/25
7106,8 4 5,11384,1000,0,0,23142,160,- -,2007/4/24
7105,9 9 9,24997,1000,0,0,0,0,- -,2007/4/23
7104,7 5 4,12302,1000,0,0,27244,160,- -,2007/4/22
7103,4 4 1,10556,1000,52275,320,0,0,- -,2007/4/21
7102,4 8 5,15557,1000,0,0,46325,160,- -,2007/4/20
7101,3 4 9,8892,1000,0,0,27017,160,- -,2007/4/19
7100,9 4 1,10299,1000,0,0,38991,160,- -,2007/4/18
7099,4 0 5,19084,1000,0,0,47777,160,- -,2007/4/17
7098,6 7 9,7881,1000,0,0,14184,160,- -,2007/4/16
7097,5 3 2,18163,1000,0,0,58517,160,- -,2007/4/15
7096,9 6 7,5788,1000,0,0,25766,160,- -,2007/4/14
7095,9 3 7,8191,1000,0,0,33242,160,- -,2007/4/13
7094,0 5 1,6848,1000,0,0,21529,160,- -,2007/4/12
7093,9 7 1,7056,1000,0,0,23009,160,- -,2007/4/11
7092,4 1 7,12122,1000,0,0,34616,160,- -,2007/4/10
7091,1 7 0,12619,1000,0,0,57300,160,- -,2007/4/9
7090,6 2 4,22373,1000,0,0,93007,160,- -,2007/4/8
7089,5 7 7,21294,1000,234033,320,0,0,- -,2007/4/7
7088,8 9 4,6357,1000,0,0,24437,160,- -,2007/4/6
7087,7 3 8,104611,1000,0,0,183803,160,- -,2007/4/5
7086,0 2 8,5083,1000,0,0,32876,160,- -,2007/4/4
7085,8 7 8,11250,1000,27887,320,0,0,- -,2007/4/3
7084,0 2 0,7362,1000,34330,320,0,0,- -,2007/4/2
7083,9 0 3,12914,1000,0,0,40757,160,- -,2007/4/1
7082,0 4 4,20568,1000,191752,320,0,0,- -,2007/3/31
7081,4 9 1,12349,1000,0,0,37452,160,- -,2007/3/30
7080,8 5 6,28394,1000,0,0,121101,160,- -,2007/3/29
7079,1 9 5,10252,1000,0,0,48832,160,- -,2007/3/28
